Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,City,State,Region
415,US-2023-102842,2023-08-03,2023-08-08,First Class,James Lee,Corporate,Laptops Item 150,Technology,Laptops,2046.7,1,0.0,393.67,Austin,Texas,Central
416,US-2022-100604,2022-05-17,2022-05-23,Second Class,Elizabeth Nguyen,Corporate,Labels Item 880,Office Supplies,Labels,88.6,5,0.15,6.57,Pittsburgh,Pennsylvania,East
417,US-2022-102129,2022-05-19,2022-05-22,Second Class,Linda Singh,Home Office,Bookcases Item 337,Furniture,Bookcases,698.6,1,0.1,91.06,Worcester,Massachusetts,East
418,US-2023-100339,2023-06-22,2023-06-23,Same Day,Jennifer Davis,Corporate,Furnishings Item 892,Furniture,Furnishings,45.77,1,0.1,5.47,Atlanta,Georgia,South
419,US-2022-102649,2022-03-29,2022-03-31,Standard Class,Fatima Ali,Home Office,Art Item 673,Office Supplies,Art,160.32,4,0.1,25.84,Philadelphia,Pennsylvania,East
420,US-2024-102307,2024-02-29,2024-03-01,Second Class,Mary Johnson,Corporate,Art Item 877,Office Supplies,Art,207.3,5,0.0,35.61,Houston,Texas,Central
421,US-2022-102248,2022-06-08,2022-06-12,Second Class,Robert Martinez,Consumer,Bookcases Item 389,Furniture,Bookcases,3214.32,6,0.2,167.21,Buffalo,New York,East
422,US-2023-102890,2023-10-17,2023-10-18,First Class,Jennifer Davis,Corporate,Binders Item 267,Office Supplies,Binders,399.28,8,0.0,78.66,Houston,Texas,Central
423,US-2023-103255,2023-06-19,2023-06-20,Second Class,Priya Martinez,Consumer,Laptops Item 608,Technology,Laptops,15505.04,8,0.15,1885.96,Worcester,Massachusetts,East
424,US-2022-101117,2022-09-09,2022-09-12,Standard Class,Mei Rodriguez,Consumer,Bookcases Item 384,Furniture,Bookcases,1279.58,2,0.0,410.04,Orlando,Florida,South
425,US-2022-100651,2022-07-16,2022-07-19,Same Day,Robert Thomas,Consumer,Art Item 220,Office Supplies,Art,22.11,3,0.4,-2.27,Spokane,Washington,West
426,US-2022-103260,2022-08-01,2022-08-02,Standard Class,Jennifer Ali,Home Office,Laptops Item 312,Technology,Laptops,4330.74,2,0.0,784.46,Las Vegas,Nevada,West
427,US-2023-101822,2023-10-08,2023-10-15,First Class,Diego Chen,Corporate,Labels Item 711,Office Supplies,Labels,89.39,7,0.0,21.75,Dallas,Texas,Central
428,US-2024-102169,2024-04-20,2024-04-25,Standard Class,Aiden Khan,Home Office,Labels Item 632,Office Supplies,Labels,47.37,3,0.1,10.44,Springfield,Illinois,Central
429,US-2022-103087,2022-10-17,2022-10-19,First Class,,Consumer,Printers Item 859,Technology,Printers,650.04,6,0.0,206.25,Orlando,Florida,South
430,US-2024-102752,2024-11-10,2024-01-11,First Class,Joseph Johnson,Corporate,Printers Item 857,Technology,Printers,804.36,4,0.0,199.8,Atlanta,Georgia,South
431,US-2023-100141,2023-09-02,2023-09-07,Standard Class,Susan Thomas,Corporate,Furnishings Item 220,Furniture,Furnishings,674.1,3,0.2,-1.62,Nashville,Tennessee,South
432,US-2024-101845,2024-11-23,2024-11-25,Standard Class,Robert Martinez,Consumer,Printers Item 816,Technology,Printers,915.28,8,0.0,140.8,Ann Arbor,Michigan,Central
433,US-2022-101412,2022-04-08,2022-04-11,First Class,Mary Wilson,Corporate,Storage Item 935,Office Supplies,Storage,926.52,7,0.4,-227.54,Springfield,Illinois,Central
434,US-2024-101857,2024-11-02,2024-10-05,Same Day,Robert Singh,Home Office,Paper Item 523,Office Supplies,Paper,173.04,6,0.0,47.51,Raleigh,North Carolina,South
435,US-2024-102762,2024-04-28,2024-05-02,Standard Class,Linda Davis,Consumer,Printers Item 220,Technology,Printers,416.13,1,0.15,31.91,Savannah,Georgia,South
436,US-2024-101174,2024-01-26,2024-01-28,Standard Class,Patricia Taylor,Corporate,Printers Item 292,Technology,Printers,3463.28,8,0.1,389.22,Tampa,Florida,South
437,US-2023-101424,2023-05-10,2023-05-14,First Class,David Singh,Home Office,Furnishings Item 323,Furniture,Furnishings,1609.12,8,0.0,322.15,Miami,Florida,South
438,US-2024-102624,2024-12-03,2024-04-07,Second Class,David Garcia,Consumer,Binders Item 714,Office Supplies,Binders,145.41,3,0.15,22.96,Chicago,Illinois,Central
439,US-2024-103277,2024-07-11,2024-07-13,Standard Class,William Chen,Corporate,Furnishings Item 661,Furniture,Furnishings,309.4,2,0.0,46.94,Portland,Oregon,West
440,US-2023-101564,2023-09-14,2023-09-19,First Class,Fatima Ali,Corporate,Accessories Item 711,Technology,Accessories,833.6,8,0.4,-228.21,Detroit,Michigan,Central
441,US-2024-102893,2024-06-25,2024-06-27,Second Class,Jessica Torres,Consumer,Art Item 678,Office Supplies,Art,18.81,3,0.1,4.17,San Francisco,California,West
442,US-2023-100832,2023-11-05,2023-11-07,First Class,Mary Anderson,Corporate,Laptops Item 422,Technology,Laptops,10274.55,5,0.4,-1958.4,Reno,Nevada,West
443,US-2023-101876,2023-09-16,2023-09-19,Same Day,Diego Kim,Corporate,Labels Item 400,Office Supplies,Labels,45.2,2,0.0,15.0,San Francisco,California,West
444,US-2024-101124,2024-02-03,2024-02-05,Standard Class,Robert Walker,Consumer,Furnishings Item 906,Furniture,Furnishings,277.12,8,0.15,41.92,Dallas,Texas,Central
445,US-2022-100749,2022-03-02,2022-03-07,Standard Class,David Jones,Home Office,Bookcases Item 879,Furniture,Bookcases,928.16,2,0.0,225.26,Miami,Florida,South
446,US-2023-100666,2023-07-02,2023-07-03,First Class,,Home Office,Laptops Item 723,Technology,Laptops,4198.95,3,0.0,1233.82,Nashville,Tennessee,South
447,US-2024-103128,2024-01-25,2024-01-29,Same Day,Mei Williams,Home Office,Paper Item 929,Office Supplies,Paper,86.05,5,0.2,3.44,Las Vegas,Nevada,West
448,US-2023-100246,2023-03-22,2023-03-24,Second Class,Elizabeth Miller,Home Office,Accessories Item 453,Technology,Accessories,442.74,6,0.2,23.92,Detroit,Michigan,Central
449,US-2022-102074,2022-08-22,2022-08-26,Same Day,Mary Wilson,Corporate,Phones Item 442,Technology,Phones,910.32,4,0.0,209.74,Philadelphia,Pennsylvania,East
450,US-2024-103229,2024-12-01,2024-07-05,Same Day,Carlos Martinez,Consumer,Laptops Item 780,Technology,Laptops,6031.08,4,0.1,730.62,Miami,Florida,South
451,US-2022-103022,2022-07-25,2022-07-29,Same Day,Mary Taylor,Consumer,Labels Item 299,Office Supplies,Labels,82.81,7,0.1,5.98,Eugene,Oregon,West
452,US-2022-103384,2022-08-16,2022-08-20,Second Class,Priya Anderson,Consumer,Storage Item 839,Office Supplies,Storage,781.56,4,0.0,153.54,Ann Arbor,Michigan,Central
453,US-2023-101495,2023-08-22,2023-08-28,Second Class,Sarah Khan,Home Office,Accessories Item 363,Technology,Accessories,552.9,5,0.3,-4.13,Nashville,Tennessee,South
454,US-2022-100826,2022-03-20,2022-03-22,Same Day,Sarah Walker,Corporate,Paper Item 142,Office Supplies,Paper,3.37,1,0.0,0.71,Atlanta,Georgia,South
455,US-2024-100096,2024-02-05,2024-02-09,Same Day,Mary Garcia,Home Office,Art Item 945,Office Supplies,Art,35.94,3,0.1,7.89,Chicago,Illinois,Central
456,US-2022-101625,2022-01-20,2022-01-22,Standard Class,Amara Wilson,Consumer,Laptops Item 861,Technology,Laptops,5900.85,3,0.2,332.12,Jersey City,New Jersey,East
457,US-2022-103428,2022-08-04,2022-08-07,First Class,Michael Lee,Corporate,Phones Item 539,Technology,Phones,1316.4,8,0.1,138.75,Reno,Nevada,West
458,US-2024-100001,2024-09-29,2024-10-06,Second Class,Elizabeth Singh,Home Office,Storage Item 595,Office Supplies,Storage,421.45,5,0.3,4.27,Raleigh,North Carolina,South
459,US-2024-101447,2024-03-16,2024-03-20,Standard Class,James Davis,Consumer,Bookcases Item 817,Furniture,Bookcases,3906.7,7,0.3,-191.7,Eugene,Oregon,West
460,US-2023-102181,2023-12-10,2023-12-12,First Class,Carlos Patel,Corporate,Tables Item 227,Furniture,Tables,738.35,5,0.3,-43.66,Portland,Oregon,West
461,US-2022-102204,2022-01-04,2022-01-09,Same Day,Elizabeth Brown,Corporate,Tables Item 579,Furniture,Tables,6014.26,7,0.0,1073.61,Los Angeles,California,West
462,US-2023-103468,2023-06-23,2023-06-26,Standard Class,Patricia Taylor,Corporate,Art Item 773,Office Supplies,Art,304.28,4,0.15,24.35,Las Vegas,Nevada,West
463,US-2024-100164,2024-06-08,2024-06-09,Same Day,Robert Miller,Corporate,Paper Item 782,Office Supplies,Paper,23.07,1,0.0,6.28,Eugene,Oregon,West
464,US-2023-101289,2023-11-23,2023-11-28,First Class,Mei Thomas,Home Office,Laptops Item 747,Technology,Laptops,6486.51,3,0.1,1042.37,Memphis,Tennessee,South
465,US-2024-102404,2024-08-27,2024-08-30,Same Day,Aiden Davis,Home Office,Laptops Item 335,Technology,Laptops,4321.12,8,0.1,998.57,Philadelphia,Pennsylvania,East
466,US-2023-101197,2023-12-20,2023-11-23,Same Day,William Thomas,Home Office,Tables Item 441,Furniture,Tables,1777.68,4,0.0,317.35,Dallas,Texas,Central
467,US-2023-102346,2023-10-31,2023-11-01,Second Class,Wei Lee,Corporate,Art Item 439,Office Supplies,Art,130.76,4,0.15,7.38,Savannah,Georgia,South
468,US-2022-103138,2022-11-03,2022-08-05,Second Class,Susan Garcia,Home Office,Laptops Item 685,Technology,Laptops,5854.24,4,0.0,1642.38,Newark,New Jersey,East
469,US-2023-103275,2023-09-04,2023-09-06,First Class,Michael Anderson,Home Office,Bookcases Item 376,Furniture,Bookcases,1356.4,8,0.5,-422.64,Atlanta,Georgia,South
470,US-2024-101577,2024-03-22,2024-03-24,First Class,Jessica Rodriguez,Home Office,Binders Item 912,Office Supplies,Binders,216.05,5,0.0,50.88,Savannah,Georgia,South
471,US-2023-101812,2023-01-22,2023-01-24,Second Class,Wei Davis,Corporate,Storage Item 400,Office Supplies,Storage,55.37,1,0.0,17.98,Philadelphia,Pennsylvania,East
472,US-2022-102441,2022-09-21,2022-09-27,Standard Class,John Chen,Consumer,Accessories Item 689,Technology,Accessories,154.28,4,0.0,37.61,Reno,Nevada,West
473,US-2022-100623,2022-12-26,2022-12-29,Same Day,Carlos Patel,Corporate,Storage Item 564,Office Supplies,Storage,467.37,3,0.15,51.52,Nashville,Tennessee,South
474,US-2023-103244,2023-03-13,2023-03-17,Standard Class,Robert Torres,Home Office,Storage Item 790,Office Supplies,Storage,381.68,2,0.0,86.54,Orlando,Florida,South
475,US-2022-100803,2022-10-15,2022-10-16,First Class,Jessica Singh,Home Office,Phones Item 659,Technology,Phones,808.28,4,0.0,205.15,Albany,New York,East
476,US-2023-100165,2023-12-12,2023-12-17,First Class,Amara Wilson,Corporate,Binders Item 229,Office Supplies,Binders,80.76,3,0.1,7.23,New York City,New York,East
477,US-2024-101130,2024-08-21,2024-08-25,Second Class,Fatima Ali,Consumer,Labels Item 927,Office Supplies,Labels,27.87,3,0.0,6.6,Seattle,Washington,West
478,US-2022-101171,2022-07-08,2022-07-11,Second Class,Patricia Nguyen,Consumer,Storage Item 658,Office Supplies,Storage,307.94,2,0.1,16.69,Orlando,Florida,South
479,US-2024-102836,2024-12-11,2024-12-18,First Class,James Nguyen,Corporate,Art Item 704,Office Supplies,Art,344.05,5,0.0,71.3,Nashville,Tennessee,South
480,US-2022-101035,2022-08-31,2022-09-05,Same Day,Jessica Torres,Home Office,Laptops Item 665,Technology,Laptops,2089.41,3,0.0,451.4,Springfield,Illinois,Central
481,US-2024-100392,2024-09-23,2024-09-29,Same Day,Amara Johnson,Consumer,Phones Item 240,Technology,Phones,1016.55,3,0.2,-0.88,Chicago,Illinois,Central
482,US-2024-102668,2024-10-28,2024-11-04,Second Class,Fatima Kim,Corporate,Phones Item 988,Technology,Phones,4374.6,5,0.0,1482.73,Worcester,Massachusetts,East
483,US-2024-101136,2024-12-24,2024-04-28,Same Day,Elizabeth Patel,Corporate,Accessories Item 124,Technology,Accessories,122.95,5,0.0,27.9,Atlanta,Georgia,South
484,US-2024-101763,2024-04-15,2024-04-17,Second Class,William Chen,Corporate,Chairs Item 724,Furniture,Chairs,1069.6,8,0.4,-278.68,Buffalo,New York,East
485,US-2022-100630,2022-05-24,2022-05-31,Same Day,Elizabeth Torres,Corporate,Laptops Item 770,Technology,Laptops,4124.64,8,0.0,1098.78,Jersey City,New Jersey,East
486,US-2023-100263,2023-12-02,2023-06-04,Standard Class,Carlos Patel,Home Office,Laptops Item 918,Technology,Laptops,5726.97,3,0.0,1395.88,Springfield,Illinois,Central
487,US-2024-102268,2024-01-01,2024-01-04,Same Day,Richard Rodriguez,Home Office,Art Item 373,Office Supplies,Art,93.28,2,0.1,14.7,Boston,Massachusetts,East
488,US-2023-102996,2023-04-20,2023-04-26,First Class,Mary Khan,Corporate,Accessories Item 349,Technology,Accessories,59.3,5,0.1,8.8,San Francisco,California,West
489,US-2023-103378,2023-06-14,2023-06-17,Same Day,Wei Johnson,Home Office,Chairs Item 145,Furniture,Chairs,363.78,6,0.3,-32.77,Spokane,Washington,West
490,US-2023-102392,2023-06-11,2023-06-18,First Class,Carlos Khan,Corporate,Bookcases Item 572,Furniture,Bookcases,3395.52,8,,707.19,Tampa,Florida,South
491,US-2022-102061,2022-03-29,2022-03-30,First Class,Carlos Walker,Consumer,Art Item 363,Office Supplies,Art,216.0,8,0.0,55.1,Reno,Nevada,West
492,US-2023-101632,2023-01-23,2023-01-29,First Class,Wei Miller,Consumer,Bookcases Item 471,Furniture,Bookcases,1019.85,3,0.5,-404.24,Cleveland,Ohio,Central
493,US-2022-103334,2022-07-18,2022-07-22,Standard Class,Robert Kim,Home Office,Phones Item 121,Technology,Phones,1995.0,5,0.15,267.11,Jersey City,New Jersey,East
494,US-2023-103488,2023-04-07,2023-04-13,First Class,Patricia Williams,Corporate,Phones Item 305,Technology,Phones,$2239.84,4,0.2,38.55,Memphis,Tennessee,South
495,US-2022-101952,2022-04-10,2022-04-11,Second Class,Jennifer Torres,Consumer,Printers Item 482,Technology,Printers,1111.66,2,0.15,39.17,Houston,Texas,
496,US-2023-100298,2023-11-04,2023-12-07,Second Class,Michael Kim,Corporate,Accessories Item 315,Technology,Accessories,542.2,4,0.0,132.73,Cleveland,Ohio,Central
497,US-2023-100458,2023-09-09,2023-09-12,First Class,Patricia Anderson,Home Office,Labels Item 693,Office Supplies,Labels,88.2,6,0.3,-8.18,Albany,New York,East
498,US-2022-103176,2022-11-06,2022-11-08,First Class,Mary Jones,Home Office,Bookcases Item 398,Furniture,Bookcases,507.36,6,0.1,72.88,San Diego,California,West
499,US-2022-102915,2022-06-04,2022-06-11,Second Class,Amara Martinez,Corporate,Chairs Item 682,Furniture,Chairs,1095.4,5,0.1,160.98,New York City,New York,East
500,US-2022-102595,2022-07-03,2022-07-06,Same Day,Robert Torres,Home Office,Binders Item 777,Office Supplies,Binders,282.4,5,0.3,-35.27,Raleigh,North Carolina,South
501,US-2024-101849,2024-11-06,2024-07-07,First Class,Elizabeth Davis,Corporate,Art Item 694,Office Supplies,Art,462.66,6,0.3,-21.48,Miami,Florida,South
502,US-2022-101706,2022-08-05,2022-08-06,First Class,Elizabeth Anderson,Corporate,Storage Item 463,Office Supplies,Storage,91.07,1,0.0,16.03,Worcester,Massachusetts,East
503,US-2023-102480,2023-12-01,2023-02-04,Standard Class,Patricia Lee,Consumer,Storage Item 516,Office Supplies,Storage,395.92,8,0.0,118.73,Boston,Massachusetts,East
504,US-2022-102903,2022-12-18,2022-12-23,Second Class,Aiden Thomas,Home Office,Art Item 842,Office Supplies,Art,100.11,3,0.5,-38.27,Savannah,Georgia,South
505,US-2023-101511,2023-10-08,2023-10-10,Standard Class,Fatima Williams,Corporate,Printers Item 757,Technology,Printers,1371.54,6,0.2,22.7,Reno,Nevada,West
506,US-2022-102067,2022-04-06,2022-04-08,Second Class,James Wilson,Home Office,Printers Item 771,Technology,Printers,2120.75,5,0.3,-112.95,Savannah,Georgia,South
507,US-2023-103429,2023-11-13,2023-11-14,First Class,Wei Thomas,Corporate,Art Item 101,Office Supplies,Art,52.1,1,0.5,-17.97,Reno,Nevada,West
508,US-2022-100980,2022-07-31,2022-08-01,First Class,Mei Ali,Home Office,Art Item 606,Office Supplies,Art,263.55,5,0.0,80.94,Nashville,Tennessee,South
509,US-2023-102017,2023-12-11,2023-05-18,First Class,Diego Walker,Home Office,Chairs Item 208,Furniture,Chairs,765.92,8,0.0,266.94,Chicago,Illinois,Central
510,US-2022-103479,2022-02-19,2022-02-26,First Class,James Nguyen,Corporate,Tables Item 452,Furniture,Tables,532.61,1,0.1,93.45,Houston,Texas,Central
511,US-2022-100413,2022-12-28,2023-01-02,Standard Class,Michael Smith,Home Office,Printers Item 295,Technology,Printers,1797.25,5,0.15,303.68,Eugene,Oregon,West
512,US-2022-102957,2022-10-21,2022-10-28,First Class,Fatima Kim,Home Office,Labels Item 231,Office Supplies,Labels,73.36,4,0.1,9.08,Nashville,Tennessee,South
513,US-2024-103001,2024-03-04,2024-03-11,Second Class,Joseph Torres,Home Office,Furnishings Item 427,Furniture,Furnishings,169.1,1,0.5,-61.81,Memphis,Tennessee,South
514,US-2022-102284,2022-07-03,2022-07-08,Standard Class,Sarah Chen,Consumer,Accessories Item 702,Technology,Accessories,183.48,4,0.4,-45.11,Cleveland,Ohio,Central
515,US-2023-102335,2023-06-12,2023-06-13,Standard Class,Patricia Lee,Home Office,Paper Item 611,Office Supplies,Paper,110.0,4,0.0,31.83,San Francisco,California,West
516,US-2022-100112,2022-11-03,2022-02-06,Same Day,Mei Miller,Consumer,Phones Item 300,Technology,Phones,881.04,4,0.2,3.12,Springfield,Illinois,Central
517,US-2024-102281,2024-12-01,2024-12-08,First Class,John Singh,Home Office,Labels Item 361,Office Supplies,Labels,148.48,8,0.4,-34.53,Seattle,Washington,West
518,US-2023-103258,2023-11-07,2023-11-09,Standard Class,Patricia Kim,Corporate,Accessories Item 467,Technology,Accessories,243.57,3,0.15,7.69,Springfield,Illinois,Central
519,US-2022-102627,2022-09-20,2022-09-22,Standard Class,Fatima Rodriguez,Consumer,Bookcases Item 816,Furniture,Bookcases,512.24,1,0.0,85.36,Chicago,Illinois,Central
520,US-2022-100647,2022-04-18,2022-04-25,Second Class,Linda Brown,Home Office,Laptops Item 501,Technology,Laptops,5686.28,4,0.2,386.06,Orlando,Florida,South
521,US-2024-101576,2024-02-21,2024-02-25,Standard Class,Jennifer Johnson,Corporate,Paper Item 860,Office Supplies,Paper,129.75,5,0.0,25.91,Eugene,Oregon,West
522,US-2022-100417,2022-12-13,2022-04-16,Standard Class,Amara Miller,Home Office,Laptops Item 274,Technology,Laptops,653.54,1,0.0,121.09,Las Vegas,Nevada,West
523,US-2023-102302,2023-12-02,2023-12-03,Second Class,Richard Rodriguez,Corporate,Phones Item 751,Technology,Phones,4159.7,5,0.0,931.97,Albany,New York,East
524,US-2022-100150,2022-06-04,2022-06-10,Standard Class,Patricia Torres,Home Office,Storage Item 867,Office Supplies,Storage,911.61,7,0.1,52.03,Nashville,Tennessee,South
525,US-2024-101819,2024-05-10,2024-05-12,First Class,Linda Torres,Consumer,Storage Item 962,Office Supplies,Storage,556.02,3,0.1,26.7,Reno,Nevada,West
526,US-2022-103196,2022-10-21,2022-10-28,Same Day,Sarah Walker,Consumer,Furnishings Item 312,Furniture,Furnishings,80.54,2,0.15,5.46,Springfield,Illinois,Central
527,US-2022-100228,2022-10-08,2022-10-12,Standard Class,Robert Singh,Home Office,Labels Item 732,Office Supplies,Labels,22.8,5,0.15,1.9,Eugene,Oregon,West
528,US-2024-102486,2024-11-19,2024-11-24,Same Day,John Anderson,Home Office,Tables Item 799,Furniture,Tables,3360.56,7,0.0,1107.61,Las Vegas,Nevada,West
529,US-2022-100127,2022-12-14,2022-12-20,Same Day,Priya Patel,Consumer,Labels Item 375,Office Supplies,Labels,86.32,4,0.15,4.18,Ann Arbor,Michigan,Central
530,US-2024-102308,2024-03-23,2024-03-25,Standard Class,Patricia Taylor,Consumer,Labels Item 127,Office Supplies,Labels,7.72,1,0.0,1.65,Charlotte,North Carolina,South
531,US-2022-100961,2022-11-19,2022-11-23,Second Class,Mei Davis,Home Office,Storage Item 255,Office Supplies,Storage,862.14,6,0.15,-12.38,San Diego,California,West
532,US-2023-101775,2023-11-15,2023-11-22,Standard Class,Wei Torres,Home Office,Paper Item 595,Office Supplies,Paper,13.49,1,0.0,3.54,Tampa,Florida,South
533,US-2022-102279,2022-11-16,2022-11-22,Same Day,Richard Rodriguez,Consumer,Phones Item 841,Technology,Phones,647.27,1,0.1,113.8,Jersey City,New Jersey,East
534,US-2023-100979,2023-12-01,2023-12-04,Standard Class,Aiden Williams,Corporate,Phones Item 215,Technology,Phones,5055.36,8,0.0,1184.22,Savannah,Georgia,South
535,US-2022-101462,09/07/2022,2022-09-11,First Class,Mary Johnson,Consumer,Phones Item 223,Technology,Phones,762.58,1,0.1,58.2,Newark,New Jersey,East
536,US-2024-102750,2024-07-18,2024-07-22,Same Day,Carlos Martinez,Home Office,Labels Item 548,Office Supplies,Labels,120.72,8,0.2,6.8,Nashville,Tennessee,South
537,US-2023-101487,2023-01-21,2023-01-22,First Class,William Rodriguez,Consumer,Phones Item 227,Technology,Phones,5177.55,7,0.0,1537.16,Pittsburgh,Pennsylvania,East
538,US-2024-103266,2024-06-15,2024-06-21,Second Class,Robert Walker,Consumer,Tables Item 198,Furniture,Tables,4349.6,8,0.15,719.1,Columbus,Ohio,Central
539,US-2022-100364,2022-03-08,2022-03-14,First Class,Aiden Rodriguez,Consumer,Accessories Item 150,Technology,Accessories,29.57,1,0.0,9.14,New York City,New York,East
540,US-2022-100723,2022-05-26,2022-05-28,Same Day,David Garcia,Corporate,Accessories Item 362,Technology,Accessories,789.24,6,0.1,59.53,Springfield,Illinois,Central
541,US-2023-103019,2023-05-29,2023-06-05,Standard Class,Jennifer Davis,Corporate,Art Item 381,Office Supplies,Art,175.56,3,0.0,57.01,Philadelphia,Pennsylvania,East
542,US-2023-102708,2023-12-20,2023-10-22,First Class,Jennifer Chen,Home Office,Labels Item 179,Office Supplies,Labels,12.52,4,0.1,1.47,Miami,Florida,South
543,US-2024-102426,2024-11-11,2024-11-14,Same Day,Jessica Rodriguez,Consumer,Accessories Item 462,Technology,Accessories,884.28,6,0.15,54.23,Reno,Nevada,West
544,US-2023-100676,2023-02-11,2023-02-12,Second Class,Mei Taylor,Consumer,Furnishings Item 236,Furniture,Furnishings,219.42,1,0.1,34.17,Atlanta,Georgia,South
545,US-2024-100330,2024-01-04,2024-01-10,Same Day,Mei Taylor,Consumer,Paper Item 270,Office Supplies,Paper,185.78,7,0.2,8.2,Philadelphia,Pennsylvania,East
546,US-2023-102551,2023-10-29,2023-11-01,First Class,Diego Walker,Corporate,Laptops Item 130,Technology,Laptops,6041.7,5,0.1,939.62,Orlando,Florida,South
547,US-2024-101072,2024-03-21,2024-03-22,First Class,Joseph Lee,Consumer,Bookcases Item 785,Furniture,Bookcases,3642.45,7,0.2,-25.97,Philadelphia,Pennsylvania,East
548,US-2023-102243,2023-05-03,2023-05-09,Second Class,Mei Taylor,Home Office,Storage Item 824,Office Supplies,Storage,430.96,8,0.0,128.62,Philadelphia,Pennsylvania,East
549,US-2023-101449,2023-01-22,2023-01-28,Second Class,Aiden Khan,Corporate,Tables Item 452,Furniture,Tables,2656.4,5,0.15,110.23,Reno,Nevada,West
550,US-2022-102081,2022-04-03,2022-04-06,Standard Class,Linda Rodriguez,Corporate,Accessories Item 788,Technology,Accessories,410.1,5,,0.82,Miami,Florida,South
551,US-2024-102336,2024-03-06,2024-03-12,Second Class,Richard Walker,Home Office,Accessories Item 590,Technology,Accessories,60.82,1,0.2,6.44,Orlando,Florida,South
552,US-2023-100561,2023-12-03,2023-12-09,First Class,Susan Torres,Corporate,Paper Item 351,Office Supplies,Paper,214.62,6,0.3,2.39,Spokane,Washington,West
553,US-2022-100221,2022-12-12,2022-12-17,Second Class,Fatima Khan,Consumer,Binders Item 232,Office Supplies,Binders,62.72,8,0.0,21.78,Springfield,Illinois,Central
554,US-2023-101739,2023-02-25,2023-03-02,Same Day,John Rodriguez,Corporate,Bookcases Item 796,Furniture,Bookcases,675.77,1,0.1,99.46,Charlotte,North Carolina,South
555,US-2024-101330,2024-03-17,2024-03-21,Second Class,Amara Brown,Corporate,Art Item 699,Office Supplies,Art,104.5,5,0.3,-5.07,Newark,New Jersey,East
556,US-2024-101225,2024-12-22,2024-12-27,Standard Class,Mary Anderson,Home Office,Bookcases Item 211,Furniture,Bookcases,578.7,5,0.1,62.78,Memphis,Tennessee,South
557,US-2024-101631,2024-12-07,2024-12-08,First Class,Jennifer Chen,Home Office,Art Item 718,Office Supplies,Art,40.64,2,0.4,-7.66,San Diego,California,West
558,US-2023-101799,2023-08-03,2023-08-10,First Class,Mei Taylor,Corporate,Labels Item 260,Office Supplies,Labels,29.16,4,0.0,7.6,Reno,Nevada,West
559,US-2022-100686,2022-09-25,2022-10-01,Standard Class,Mei Rodriguez,Home Office,Printers Item 770,Technology,Printers,1170.26,2,0.3,-168.29,Springfield,Illinois,Central
560,US-2024-103331,2024-05-04,2024-05-05,First Class,Wei Wilson,Home Office,Art Item 962,Office Supplies,Art,383.36,8,0.15,28.13,Savannah,Georgia,South
561,US-2022-100856,2022-02-11,2022-02-18,Standard Class,Jennifer Davis,Corporate,Tables Item 910,Furniture,Tables,221.62,1,0.0,35.96,Worcester,Massachusetts,East
562,US-2024-101108,2024-02-05,2024-02-09,Same Day,John Chen,Home Office,Binders Item 230,Office Supplies,Binders,177.68,4,,8.16,Orlando,Florida,South
563,US-2023-100595,2023-12-28,2023-12-31,Second Class,Wei Walker,Corporate,Phones Item 802,Technology,Phones,3005.76,8,0.2,215.32,Chicago,Illinois,Central
564,US-2023-101470,2023-12-23,2023-12-30,Second Class,Wei Thomas,Consumer,Storage Item 273,Office Supplies,Storage,573.48,3,0.2,-35.28,Spokane,Washington,West
565,US-2022-100132,2022-10-13,2022-10-19,First Class,Mei Ali,Corporate,Binders Item 774,Office Supplies,Binders,76.86,7,0.15,6.81,Savannah,Georgia,South
566,US-2023-101661,2023-04-10,2023-04-11,Same Day,Wei Walker,Home Office,Chairs Item 984,Furniture,Chairs,1205.2,4,0.1,64.23,Raleigh,North Carolina,South
567,US-2022-101696,2022-11-06,2022-12-08,Standard Class,Mary Rodriguez,Corporate,Chairs Item 933,Furniture,Chairs,606.39,3,0.15,99.8,Seattle,Washington,West
568,US-2023-101615,2023-08-24,2023-08-31,Second Class,Diego Wilson,Corporate,Tables Item 247,Furniture,Tables,737.12,4,0.2,-18.82,Columbus,Ohio,Central
569,US-2024-102608,2024-07-28,2024-07-30,Standard Class,Mei Wilson,Consumer,Storage Item 460,Office Supplies,Storage,87.84,1,0.1,14.2,Charlotte,North Carolina,South
570,US-2024-102482,2024-05-10,2024-05-12,Same Day,Wei Smith,Corporate,Art Item 829,Office Supplies,Art,215.12,8,0.0,64.48,Columbus,Ohio,Central
571,US-2022-102702,2022-06-11,2022-06-15,First Class,Mei Brown,Consumer,Printers Item 228,Technology,Printers,4625.84,8,0.2,-94.71,Charlotte,North Carolina,South
572,US-2024-101868,2024-02-27,2024-03-05,Same Day,Aiden Patel,Corporate,Paper Item 280,Office Supplies,Paper,56.85,5,0.0,13.88,Nashville,Tennessee,South
573,US-2022-101435,2022-06-17,2022-06-23,First Class,Linda Torres,Home Office,Tables Item 574,Furniture,Tables,1956.0,6,0.0,431.51,Miami,Florida,South
574,US-2022-100930,2022-01-25,2022-02-01,Second Class,Wei Martinez,Corporate,Storage Item 780,Office Supplies,Storage,1366.16,8,0.1,253.69,Boston,Massachusetts,East
